State,County,Year,Total Households ,Average Household Income,Median Household Income,Total Shelter,Mortgage Interest,   Mortgage Interest,   Mortgage Interest,Property Taxes,   Property Taxes,   Property Taxes,Rental Costs,Property Management Fees,Housing For Someone At School,Lodging Away From Home,Electricity,Fuel Oil ,Natural Gas,Septic Tank Cleaning,Trash And Garbage Collection,Water And Sewage,Cellular Phone Service
North Dakota,Rolette,2022,"4,688","$60,160","$46,825","$9,688.77","$2,149.66","$2,064.04",$85.62,"$2,436.18","$2,276.66",$159.52,$158.49,$93.67,$43.34,$246.68,"$1,317.42",$48.15,$630.26,$6.95,$168.90,$418.24,"$1,153.30"
North Dakota,Sargent,2022,"1,774","$80,876","$66,523","$11,115.28","$2,640.89","$2,543.00",$97.89,"$2,884.82","$2,679.38",$205.45,$185.53,$105.59,$53.11,$284.55,"$1,439.63",$57.27,$685.94,$7.60,$189.68,$463.77,"$1,264.33"
North Dakota,Sheridan,2022,647,"$86,015","$57,982","$11,120.89","$2,523.99","$2,429.25",$94.74,"$2,990.28","$2,766.59",$223.69,$213.54,$111.33,$49.27,$297.98,"$1,455.11",$59.05,$682.30,$7.93,$195.26,$471.31,"$1,225.54"
North Dakota,Sioux,2022,"1,162","$46,976","$36,519","$9,539.26","$2,238.40","$2,158.21",$80.19,"$2,321.88","$2,164.59",$157.30,$140.90,$85.71,$47.52,$246.92,"$1,297.88",$46.25,$632.00,$6.18,$160.76,$416.65,"$1,181.97"
North Dakota,Slope,2022,333,"$78,723","$56,759","$10,603.30","$2,467.54","$2,378.83",$88.71,"$2,721.40","$2,528.89",$192.51,$191.61,$101.55,$42.45,$274.20,"$1,390.28",$54.54,$659.53,$7.47,$183.44,$449.17,"$1,212.06"
North Dakota,Stark,2022,"14,148","$83,844","$63,468","$11,302.68","$2,765.95","$2,670.35",$95.60,"$2,814.04","$2,613.76",$200.29,$169.87,$97.90,$54.03,$286.45,"$1,429.92",$57.65,$685.48,$6.66,$182.95,$462.62,"$1,292.78"
North Dakota,Steele,2022,837,"$93,389","$75,310","$11,648.44","$2,740.68","$2,640.38",$100.30,"$2,949.48","$2,739.33",$210.15,$200.79,$109.64,$53.27,$296.35,"$1,470.82",$60.14,$694.94,$7.63,$191.31,$472.57,"$1,286.38"
North Dakota,Stutsman,2022,"8,910","$78,983","$61,412","$10,670.77","$2,441.66","$2,346.09",$95.57,"$2,737.90","$2,538.02",$199.89,$189.65,$101.26,$49.49,$274.96,"$1,387.69",$55.04,$659.95,$7.47,$183.25,$445.62,"$1,195.30"
North Dakota,Towner,2022,"1,034","$78,430","$55,102","$10,408.13","$2,296.76","$2,206.41",$90.35,"$2,702.85","$2,512.70",$190.15,$182.70,$104.80,$44.92,$260.63,"$1,380.42",$55.25,$654.19,$7.56,$181.35,$440.77,"$1,182.68"
North Dakota,Traill,2022,"3,392","$80,091","$71,239","$11,402.17","$2,711.94","$2,618.25",$93.68,"$2,794.60","$2,596.51",$198.09,$184.46,$102.57,$52.11,$289.34,"$1,441.33",$56.59,$684.28,$7.01,$184.12,$461.95,"$1,284.96"
North Dakota,Walsh,2022,"4,651","$76,959","$60,036","$10,748.37","$2,467.36","$2,377.87",$89.50,"$2,636.69","$2,449.94",$186.75,$171.09,$96.93,$47.96,$267.79,"$1,384.89",$53.14,$657.89,$6.83,$179.89,$441.58,"$1,223.17"
North Dakota,Ward,2022,"29,358","$88,104","$66,743","$11,395.10","$2,764.34","$2,676.97",$87.38,"$2,657.71","$2,476.21",$181.50,$153.74,$95.85,$47.96,$274.90,"$1,420.86",$54.64,$676.13,$6.12,$181.18,$454.35,"$1,307.26"
North Dakota,Wells,2022,"1,850","$85,849","$58,564","$10,507.85","$2,343.27","$2,246.17",$97.10,"$2,837.14","$2,629.39",$207.76,$199.35,$105.05,$49.86,$279.48,"$1,397.92",$56.52,$663.50,$7.85,$185.65,$451.72,"$1,185.27"
North Dakota,Williams,2022,"16,858","$100,997","$71,299","$11,305.99","$2,886.29","$2,794.58",$91.71,"$2,614.84","$2,437.19",$177.66,$133.51,$90.01,$54.39,$272.70,"$1,406.84",$55.14,$678.43,$6.00,$173.66,$452.50,"$1,321.25"
North Dakota,Adams,2027,,,,"$13,085.14","$2,902.18","$2,795.91",$106.27,"$3,537.98","$3,287.30",$250.68,$256.76,$141.59,$50.38,$316.06,"$1,717.19",$62.99,$757.07,$10.29,$228.62,$557.71,"$1,444.42"
North Dakota,Barnes,2027,,,,"$13,800.68","$3,261.16","$3,154.87",$106.29,"$3,364.12","$3,135.60",$228.53,$205.18,$127.77,$58.41,$308.12,"$1,710.27",$60.99,$765.80,$8.47,$218.38,$553.53,"$1,547.29"
North Dakota,Benson,2027,,,,"$12,774.30","$2,934.11","$2,824.06",$110.05,"$3,322.69","$3,106.10",$216.59,$202.99,$129.06,$56.55,$296.31,"$1,658.73",$58.43,$744.03,$8.81,$213.40,$537.53,"$1,475.50"
North Dakota,Billings,2027,,,,"$13,923.91","$3,357.65","$3,246.81",$110.84,"$3,559.84","$3,321.54",$238.30,$239.52,$136.00,$62.40,$335.29,"$1,758.09",$64.09,$782.62,$9.42,$226.34,$578.12,"$1,588.89"
North Dakota,Bottineau,2027,,,,"$13,626.42","$3,068.50","$2,952.26",$116.24,"$3,703.56","$3,450.40",$253.16,$257.30,$147.31,$55.61,$321.04,"$1,755.77",$65.57,$770.63,$10.25,$231.25,$571.14,"$1,491.26"
North Dakota,Bowman,2027,,,,"$14,108.92","$3,262.45","$3,141.13",$121.31,"$3,744.28","$3,485.78",$258.50,$258.78,$151.73,$57.55,$335.48,"$1,781.46",$66.94,$787.69,$10.01,$235.04,$582.62,"$1,541.22"
North Dakota,Burke,2027,,,,"$13,923.36","$3,290.43","$3,183.44",$106.98,"$3,426.11","$3,195.61",$230.50,$215.57,$132.50,$58.90,$318.29,"$1,736.33",$62.59,$772.54,$8.68,$221.78,$564.20,"$1,564.81"
North Dakota,Burleigh,2027,,,,"$14,486.42","$3,553.78","$3,434.68",$119.10,"$3,703.23","$3,445.73",$257.50,$230.31,$137.57,$69.64,$342.12,"$1,787.16",$66.46,$801.72,$9.04,$227.87,$587.18,"$1,617.86"
North Dakota,Cass,2027,,,,"$13,772.09","$3,380.58","$3,281.60",$98.97,"$3,150.41","$2,940.23",$210.19,$167.53,$115.99,$57.46,$295.59,"$1,677.48",$57.74,$756.97,$7.07,$208.34,$538.51,"$1,579.16"
North Dakota,Cavalier,2027,,,,"$14,012.24","$3,175.95","$3,054.88",$121.06,"$3,757.16","$3,487.02",$270.14,$263.62,$148.46,$60.97,$336.21,"$1,768.99",$66.84,$781.92,$10.23,$237.13,$581.27,"$1,521.62"
North Dakota,Dickey,2027,,,,"$13,469.48","$3,127.69","$3,015.43",$112.26,"$3,467.20","$3,227.73",$239.47,$225.48,$132.06,$60.75,$314.33,"$1,708.52",$60.71,$771.38,$9.14,$222.71,$560.80,"$1,522.95"
North Dakota,Divide,2027,,,,"$13,398.39","$3,234.38","$3,124.80",$109.59,"$3,301.16","$3,074.53",$226.63,$191.27,$120.84,$57.93,$302.10,"$1,680.39",$59.84,$757.25,$8.48,$214.20,$546.77,"$1,540.17"
North Dakota,Dunn,2027,,,,"$13,855.39","$3,360.95","$3,238.28",$122.67,"$3,453.08","$3,220.14",$232.94,$196.07,$128.15,$65.70,$309.55,"$1,729.92",$62.05,$782.01,$8.52,$220.01,$566.92,"$1,587.26"
North Dakota,Eddy,2027,,,,"$12,940.89","$2,885.09","$2,782.83",$102.26,"$3,396.00","$3,154.94",$241.05,$239.35,$130.06,$54.01,$312.42,"$1,698.68",$60.43,$747.53,$9.82,$221.01,$550.75,"$1,470.41"
North Dakota,Emmons,2027,,,,"$13,785.19","$3,175.47","$3,060.23",$115.24,"$3,645.46","$3,389.39",$256.07,$240.49,$137.67,$60.73,$327.22,"$1,746.99",$64.20,$778.55,$9.76,$231.16,$573.37,"$1,524.52"
North Dakota,Foster,2027,,,,"$13,416.48","$3,054.25","$2,943.44",$110.81,"$3,465.02","$3,224.96",$240.06,$241.23,$134.24,$58.53,$320.73,"$1,714.59",$61.92,$762.46,$9.77,$222.92,$558.38,"$1,497.28"
North Dakota,Golden Valley,2027,,,,"$14,115.26","$3,401.87","$3,281.44",$120.43,"$3,636.47","$3,378.37",$258.10,$223.04,$137.56,$64.93,$329.76,"$1,764.14",$63.86,$785.08,$9.17,$227.56,$575.62,"$1,572.61"
North Dakota,Grand Forks,2027,,,,"$13,290.50","$3,073.00","$2,978.02",$94.98,"$3,022.34","$2,821.27",$201.07,$177.90,$115.98,$52.12,$284.19,"$1,631.02",$55.23,$732.52,$7.29,$206.11,$518.73,"$1,505.07"
North Dakota,Grant,2027,,,,"$12,185.30","$2,818.34","$2,722.99",$95.36,"$3,119.36","$2,904.79",$214.56,$216.42,$124.04,$49.06,$283.10,"$1,584.84",$56.06,$715.98,$9.11,$208.47,$513.32,"$1,388.39"
North Dakota,Griggs,2027,,,,"$13,227.33","$2,994.09","$2,884.31",$109.78,"$3,510.73","$3,265.83",$244.91,$240.41,$139.97,$56.74,$314.43,"$1,707.40",$62.50,$756.83,$9.91,$226.13,$556.39,"$1,468.49"
North Dakota,Hettinger,2027,,,,"$13,852.09","$3,281.56","$3,169.97",$111.59,"$3,509.27","$3,265.52",$243.75,$222.36,$133.33,$59.08,$320.47,"$1,731.87",$62.97,$770.21,$9.22,$224.52,$561.93,"$1,551.66"
North Dakota,Kidder,2027,,,,"$13,400.48","$3,136.71","$3,029.67",$107.04,"$3,530.66","$3,280.84",$249.81,$234.04,$132.15,$58.22,$321.88,"$1,718.47",$62.39,$765.13,$9.40,$226.04,$562.83,"$1,512.45"
North Dakota,LaMoure,2027,,,,"$13,612.92","$3,087.47","$2,970.62",$116.85,"$3,632.30","$3,377.02",$255.28,$265.12,$141.42,$58.81,$330.16,"$1,731.71",$64.45,$770.00,$10.43,$228.60,$567.61,"$1,486.23"
North Dakota,Logan,2027,,,,"$13,640.04","$3,068.91","$2,949.68",$119.23,"$3,592.27","$3,344.53",$247.73,$247.24,$140.41,$62.75,$324.11,"$1,736.57",$63.55,$765.74,$9.92,$228.03,$566.88,"$1,506.69"
North Dakota,McHenry,2027,,,,"$13,970.94","$3,376.11","$3,266.22",$109.90,"$3,506.84","$3,268.66",$238.18,$220.00,$132.54,$62.09,$326.59,"$1,751.14",$62.85,$782.05,$8.85,$223.98,$573.20,"$1,589.18"
North Dakota,McIntosh,2027,,,,"$12,677.62","$2,713.48","$2,607.40",$106.08,"$3,402.82","$3,164.89",$237.93,$252.74,$134.32,$48.86,$307.84,"$1,657.83",$59.76,$734.72,$10.10,$222.92,$542.24,"$1,398.08"
North Dakota,McKenzie,2027,,,,"$13,986.58","$3,550.49","$3,437.27",$113.21,"$3,294.54","$3,073.11",$221.43,$162.05,$119.72,$65.38,$302.23,"$1,702.58",$59.66,$778.07,$7.80,$209.16,$556.89,"$1,615.57"
North Dakota,McLean,2027,,,,"$14,571.59","$3,491.04","$3,366.54",$124.50,"$3,851.79","$3,584.16",$267.63,$253.13,$146.71,$71.24,$352.37,"$1,817.67",$68.78,$809.07,$9.88,$235.79,$598.37,"$1,607.65"
North Dakota,Mercer,2027,,,,"$14,206.21","$3,389.29","$3,267.47",$121.82,"$3,737.69","$3,477.56",$260.13,$231.87,$139.32,$66.39,$328.00,"$1,790.08",$66.38,$794.05,$9.41,$230.92,$584.48,"$1,590.45"
North Dakota,Morton,2027,,,,"$14,449.57","$3,570.33","$3,451.12",$119.21,"$3,691.13","$3,435.28",$255.85,$226.29,$135.89,$69.48,$340.06,"$1,785.76",$66.69,$800.17,$9.01,$226.85,$586.65,"$1,622.71"
North Dakota,Mountrail,2027,,,,"$13,732.91","$3,389.51","$3,278.15",$111.36,"$3,312.39","$3,100.06",$212.33,$184.91,$123.90,$63.78,$304.57,"$1,709.44",$59.54,$772.85,$8.09,$213.66,$556.02,"$1,597.40"
North Dakota,Nelson,2027,,,,"$13,304.39","$3,004.40","$2,904.94",$99.45,"$3,274.00","$3,050.10",$223.89,$210.56,$127.11,$49.90,$296.78,"$1,676.72",$59.49,$742.72,$8.78,$218.48,$539.14,"$1,485.90"
North Dakota,Oliver,2027,,,,"$14,338.69","$3,389.94","$3,266.41",$123.54,"$3,838.71","$3,569.95",$268.76,$262.33,$151.21,$67.23,$346.31,"$1,799.71",$68.15,$805.23,$10.19,$233.23,$594.51,"$1,582.64"
North Dakota,Pembina,2027,,,,"$13,200.40","$3,048.57","$2,938.96",$109.61,"$3,535.79","$3,286.23",$249.56,$226.88,$135.61,$55.31,$309.69,"$1,721.32",$61.46,$762.69,$9.56,$228.90,$563.83,"$1,497.08"
North Dakota,Pierce,2027,,,,"$13,644.79","$3,084.65","$2,968.56",$116.09,"$3,738.45","$3,473.77",$264.68,$267.28,$144.67,$58.95,$334.55,"$1,758.80",$66.61,$778.91,$10.39,$232.08,$579.85,"$1,500.87"
North Dakota,Ramsey,2027,,,,"$13,513.44","$3,121.70","$3,006.52",$115.18,"$3,495.80","$3,260.49",$235.31,$227.15,$138.43,$58.70,$308.97,"$1,703.25",$62.46,$759.56,$9.63,$223.38,$555.56,"$1,497.72"
North Dakota,Ransom,2027,,,,"$14,069.15","$3,375.79","$3,265.46",$110.33,"$3,480.98","$3,245.29",$235.69,$213.95,$132.08,$62.76,$320.81,"$1,749.10",$62.91,$781.58,$8.67,$222.76,$568.06,"$1,586.36"
North Dakota,Renville,2027,,,,"$14,779.87","$3,557.17","$3,433.72",$123.45,"$3,719.23","$3,470.24",$248.99,$235.47,$143.12,$66.88,$341.17,"$1,820.98",$67.36,$806.89,$9.31,$231.73,$593.96,"$1,649.62"
North Dakota,Richland,2027,,,,"$14,007.92","$3,335.38","$3,228.37",$107.01,"$3,366.78","$3,140.53",$226.26,$201.00,$129.07,$58.42,$307.58,"$1,723.66",$61.11,$771.93,$8.33,$218.28,$556.57,"$1,570.66"
North Dakota,Rolette,2027,,,,"$12,154.26","$2,688.69","$2,589.33",$99.35,"$3,054.85","$2,863.14",$191.72,$195.97,$125.67,$51.26,$280.18,"$1,607.13",$53.60,$726.56,$8.81,$206.55,$518.66,"$1,436.75"
North Dakota,Sargent,2027,,,,"$14,324.78","$3,431.00","$3,311.71",$119.29,"$3,746.20","$3,491.64",$254.55,$248.66,$145.37,$66.56,$344.70,"$1,796.36",$66.08,$799.52,$10.03,$233.06,$590.90,"$1,597.60"
North Dakota,Sheridan,2027,,,,"$13,480.38","$3,037.50","$2,926.46",$111.04,"$3,584.36","$3,327.98",$256.37,$240.70,$136.75,$59.69,$326.29,"$1,733.61",$62.60,$766.38,$9.54,$230.15,$566.14,"$1,493.31"
North Dakota,Sioux,2027,,,,"$11,823.79","$2,778.71","$2,684.21",$94.50,"$2,877.82","$2,691.21",$186.61,$168.40,$109.75,$56.02,$275.20,"$1,570.06",$50.93,$722.94,$7.69,$194.03,$511.88,"$1,462.68"
North Dakota,Slope,2027,,,,"$13,377.90","$3,105.43","$2,998.82",$106.61,"$3,464.30","$3,225.75",$238.55,$241.66,$134.52,$49.47,$313.62,"$1,703.20",$60.87,$760.11,$9.64,$225.93,$558.54,"$1,501.05"
North Dakota,Stark,2027,,,,"$13,799.86","$3,376.04","$3,265.34",$110.70,"$3,434.42","$3,196.36",$238.07,$201.84,$124.35,$60.34,$315.71,"$1,730.93",$62.40,$775.00,$8.31,$219.10,$563.06,"$1,577.46"
North Dakota,Steele,2027,,,,"$14,618.42","$3,468.67","$3,353.29",$115.39,"$3,720.48","$3,467.81",$252.67,$252.98,$144.32,$61.99,$343.18,"$1,801.19",$67.05,$798.80,$9.80,$233.21,$589.90,"$1,600.35"
North Dakota,Stutsman,2027,,,,"$13,778.73","$3,168.98","$3,053.19",$115.79,"$3,537.70","$3,294.39",$243.30,$239.68,$136.65,$60.65,$320.91,"$1,727.14",$63.41,$769.92,$9.70,$225.79,$562.04,"$1,513.85"
North Dakota,Towner,2027,,,,"$13,144.01","$2,931.81","$2,824.42",$107.39,"$3,403.86","$3,175.07",$228.79,$222.95,$137.82,$52.66,$295.52,"$1,686.91",$60.93,$753.67,$9.54,$221.40,$546.73,"$1,472.92"
North Dakota,Traill,2027,,,,"$14,304.45","$3,431.22","$3,320.07",$111.15,"$3,515.48","$3,277.02",$238.46,$222.13,$133.68,$61.89,$327.92,"$1,762.59",$63.06,$786.50,$8.80,$223.54,$573.95,"$1,602.05"
North Dakota,Walsh,2027,,,,"$13,332.49","$3,097.76","$2,993.80",$103.96,"$3,286.23","$3,062.27",$223.97,$207.77,$124.63,$55.71,$302.31,"$1,682.68",$58.79,$751.44,$8.54,$218.16,$545.41,"$1,517.61"
North Dakota,Ward,2027,,,,"$14,273.94","$3,520.13","$3,416.78",$103.35,"$3,345.19","$3,125.25",$219.93,$188.07,$124.31,$58.02,$313.86,"$1,736.06",$61.25,$778.76,$7.68,$219.02,$563.85,"$1,632.03"
North Dakota,Wells,2027,,,,"$13,440.13","$3,044.69","$2,928.50",$116.19,"$3,608.90","$3,356.01",$252.89,$253.60,$140.17,$60.59,$326.65,"$1,722.05",$63.65,$766.47,$10.07,$227.77,$563.98,"$1,480.88"
North Dakota,Williams,2027,,,,"$13,741.66","$3,522.85","$3,417.98",$104.86,"$3,172.40","$2,962.71",$209.69,$150.70,$114.76,$61.48,$294.77,"$1,681.50",$58.36,$766.79,$7.36,$206.82,$549.35,"$1,616.27"
Ohio,Adams,2022,"10,835","$57,828","$45,394","$8,580.28","$1,774.17","$1,699.88",$74.29,"$2,092.49","$1,937.27",$155.22,$133.18,$78.40,$40.26,$212.79,"$1,216.37",$45.79,$578.90,$6.40,$168.68,$440.16,"$1,089.96"
Ohio,Allen,2022,"40,204","$74,708","$63,195","$10,312.39","$2,222.12","$2,132.74",$89.37,"$2,554.23","$2,368.90",$185.32,$169.83,$95.29,$49.61,$264.33,"$1,355.87",$55.19,$637.62,$7.15,$188.13,$491.26,"$1,243.09"
Ohio,Ashland,2022,"20,360","$67,063","$54,568","$9,771.46","$2,092.45","$2,006.22",$86.23,"$2,454.82","$2,274.07",$180.75,$163.92,$91.72,$47.87,$251.53,"$1,322.97",$52.97,$625.09,$7.11,$185.05,$479.53,"$1,195.30"
Ohio,Ashtabula,2022,"38,476","$62,703","$49,334","$9,977.53","$2,142.52","$2,049.34",$93.18,"$2,545.18","$2,350.02",$195.16,$176.29,$88.61,$46.50,$237.41,"$1,348.00",$55.73,$635.06,$7.08,$186.47,$475.81,"$1,194.18"
Ohio,Athens,2022,"23,892","$64,393","$46,320","$8,984.00","$1,846.07","$1,772.83",$73.24,"$2,068.12","$1,916.38",$151.74,$125.59,$80.54,$40.74,$208.70,"$1,221.56",$44.77,$572.15,$6.11,$166.76,$435.22,"$1,112.92"
Ohio,Auglaize,2022,"18,374","$78,610","$65,980","$10,499.96","$2,281.79","$2,187.93",$93.86,"$2,644.36","$2,448.82",$195.54,$174.70,$96.55,$53.75,$269.55,"$1,383.16",$57.45,$648.14,$7.36,$193.60,$502.30,"$1,267.81"
Ohio,Belmont,2022,"27,152","$66,662","$48,844","$8,935.49","$1,880.35","$1,801.71",$78.63,"$2,277.46","$2,110.85",$166.61,$146.76,$86.45,$40.20,$223.65,"$1,263.15",$49.20,$594.65,$6.92,$176.76,$453.44,"$1,117.41"
Ohio,Brown,2022,"17,485","$71,387","$61,839","$10,532.69","$2,304.07","$2,208.79",$95.28,"$2,633.36","$2,435.74",$197.62,$169.52,$94.54,$55.62,$269.42,"$1,376.50",$57.21,$652.15,$7.23,$191.49,$501.19,"$1,270.42"
Ohio,Butler,2022,"144,654","$93,542","$70,972","$10,676.03","$2,324.64","$2,229.20",$95.44,"$2,563.19","$2,378.21",$184.98,$165.66,$94.45,$56.65,$275.63,"$1,360.27",$55.52,$647.00,$7.01,$186.42,$498.32,"$1,273.00"
Ohio,Carroll,2022,"10,867","$75,301","$60,756","$9,958.86","$2,137.43","$2,048.56",$88.88,"$2,544.50","$2,357.62",$186.87,$167.26,$94.11,$48.03,$253.51,"$1,350.69",$54.41,$634.16,$7.33,$189.20,$485.45,"$1,215.52"
Ohio,Champaign,2022,"15,335","$73,809","$64,323","$10,579.53","$2,301.60","$2,206.27",$95.33,"$2,668.00","$2,471.25",$196.76,$177.80,$97.69,$54.72,$272.89,"$1,389.57",$58.21,$652.50,$7.33,$193.96,$507.15,"$1,272.82"
Ohio,Clark,2022,"54,432","$67,904","$52,118","$9,532.52","$2,032.13","$1,950.74",$81.39,"$2,353.99","$2,186.74",$167.25,$152.85,$88.60,$44.55,$240.77,"$1,295.14",$50.74,$613.91,$6.82,$179.40,$467.80,"$1,177.40"
Ohio,Clermont,2022,"80,741","$96,102","$70,391","$10,671.97","$2,328.73","$2,233.64",$95.08,"$2,587.80","$2,399.80",$188.00,$167.75,$94.80,$55.57,$273.04,"$1,372.82",$56.63,$651.00,$7.02,$188.02,$501.08,"$1,280.53"
Ohio,Clinton,2022,"16,327","$67,743","$53,884","$10,265.30","$2,205.45","$2,113.90",$91.55,"$2,529.04","$2,341.43",$187.61,$165.70,$93.10,$52.72,$259.39,"$1,348.63",$55.34,$639.03,$7.15,$186.52,$491.88,"$1,240.36"
Ohio,Columbiana,2022,"41,165","$65,711","$54,333","$9,797.81","$2,088.46","$2,002.94",$85.52,"$2,477.44","$2,294.69",$182.75,$164.41,$91.58,$46.51,$248.93,"$1,341.43",$53.51,$633.69,$7.25,$186.85,$475.49,"$1,201.62"
Ohio,Coshocton,2022,"14,751","$61,158","$51,298","$9,693.19","$2,095.38","$2,012.48",$82.90,"$2,419.40","$2,242.10",$177.30,$153.12,$89.00,$46.29,$245.77,"$1,317.80",$51.82,$620.30,$6.92,$184.04,$473.76,"$1,193.56"
Ohio,Crawford,2022,"17,528","$62,255","$51,629","$9,254.66","$1,954.07","$1,876.41",$77.66,"$2,326.91","$2,155.35",$171.55,$153.01,$86.95,$41.59,$234.57,"$1,287.85",$50.02,$605.75,$6.83,$181.19,$460.89,"$1,153.67"
Ohio,Cuyahoga,2022,"536,411","$78,096","$52,681","$9,643.81","$2,067.77","$1,983.09",$84.68,"$2,363.38","$2,197.40",$165.97,$152.13,$88.58,$47.29,$246.91,"$1,290.55",$50.97,$612.53,$6.75,$177.21,$467.00,"$1,184.24"
Ohio,Darke,2022,"20,920","$72,798","$59,289","$9,872.63","$2,119.11","$2,035.23",$83.87,"$2,443.27","$2,265.66",$177.61,$161.29,$90.02,$46.67,$252.04,"$1,328.80",$52.62,$628.35,$6.99,$184.54,$480.05,"$1,209.78"
Ohio,Defiance,2022,"15,100","$74,833","$61,579","$10,252.51","$2,354.17","$2,266.10",$88.06,"$2,561.87","$2,379.53",$182.34,$157.32,$92.44,$49.49,$258.49,"$1,363.27",$53.28,$648.69,$6.84,$181.98,$463.92,"$1,238.90"
Ohio,Delaware,2022,"78,717","$152,535","$111,356","$11,678.40","$2,608.78","$2,503.29",$105.49,"$2,753.20","$2,547.91",$205.30,$176.28,$97.95,$70.30,$312.69,"$1,423.65",$61.14,$681.56,$6.95,$192.85,$536.92,"$1,384.85"
Ohio,Erie,2022,"31,006","$77,365","$59,299","$10,054.73","$2,140.08","$2,048.29",$91.79,"$2,559.70","$2,372.38",$187.32,$173.55,$96.55,$50.67,$261.00,"$1,344.00",$55.14,$633.21,$7.40,$187.07,$487.42,"$1,209.81"
Ohio,Fairfield,2022,"60,086","$94,543","$74,057","$10,909.69","$2,434.92","$2,340.06",$94.86,"$2,581.47","$2,394.79",$186.68,$159.68,$92.21,$58.56,$281.20,"$1,376.49",$56.81,$655.71,$6.69,$187.63,$507.91,"$1,317.49"
Ohio,Fayette,2022,"11,826","$66,141","$53,537","$9,876.94","$2,131.35","$2,044.63",$86.72,"$2,421.90","$2,243.05",$178.85,$157.81,$88.29,$50.70,$254.80,"$1,325.25",$53.09,$622.44,$6.87,$182.74,$480.84,"$1,215.07"
Ohio,Franklin,2022,"541,862","$90,203","$65,043","$10,623.40","$2,406.43","$2,320.33",$86.10,"$2,401.49","$2,236.23",$165.26,$135.78,$85.26,$51.75,$262.98,"$1,339.20",$52.91,$637.16,$5.91,$180.57,$488.31,"$1,300.97"
Ohio,Fulton,2022,"16,383","$79,052","$66,185","$9,893.77","$2,131.31","$2,045.36",$85.95,"$2,423.52","$2,248.96",$174.56,$155.55,$88.41,$49.41,$250.05,"$1,325.12",$52.63,$628.67,$6.85,$182.60,$480.96,"$1,222.83"
Ohio,Gallia,2022,"11,908","$65,468","$50,251","$8,937.92","$1,863.83","$1,788.78",$75.05,"$2,182.23","$2,020.25",$161.98,$139.27,$82.27,$39.86,$218.95,"$1,254.43",$47.50,$591.10,$6.55,$172.79,$449.08,"$1,116.35"
Ohio,Geauga,2022,"35,335","$114,894","$80,972","$10,583.41","$2,243.49","$2,145.10",$98.39,"$2,689.09","$2,490.01",$199.08,$191.13,$101.09,$57.37,$282.03,"$1,383.02",$58.17,$654.41,$7.88,$193.48,$508.34,"$1,255.52"
Ohio,Greene,2022,"66,947","$97,826","$72,203","$10,442.83","$2,237.24","$2,146.40",$90.84,"$2,553.43","$2,368.61",$184.83,$172.33,$95.62,$51.53,$267.24,"$1,356.02",$55.70,$638.87,$7.23,$187.02,$492.08,"$1,245.70"
Ohio,Guernsey,2022,"16,102","$61,067","$49,082","$9,069.22","$1,920.86","$1,844.04",$76.82,"$2,241.52","$2,076.85",$164.67,$143.79,$84.16,$42.12,$228.83,"$1,259.41",$48.46,$595.08,$6.67,$176.24,$452.33,"$1,131.95"
Ohio,Hamilton,2022,"345,211","$92,088","$61,488","$10,597.71","$2,339.55","$2,250.44",$89.11,"$2,492.13","$2,320.67",$171.46,$155.85,$95.73,$55.45,$262.79,"$1,353.28",$53.43,$635.38,$6.85,$183.58,$495.83,"$1,272.27"
Ohio,Hancock,2022,"30,970","$86,241","$63,411","$10,508.28","$2,280.35","$2,187.68",$92.67,"$2,576.47","$2,387.96",$188.51,$172.03,$95.44,$52.84,$270.42,"$1,367.52",$55.77,$641.62,$7.20,$189.49,$495.78,"$1,256.68"
Ohio,Hardin,2022,"11,767","$66,189","$54,271","$9,914.04","$2,143.19","$2,057.50",$85.69,"$2,426.20","$2,248.11",$178.09,$153.55,$89.86,$47.37,$247.35,"$1,330.32",$52.53,$624.72,$6.78,$184.57,$479.22,"$1,217.83"
Ohio,Harrison,2022,"6,277","$67,395","$52,375","$9,093.90","$1,919.51","$1,838.31",$81.21,"$2,322.91","$2,154.62",$168.28,$146.90,$88.35,$41.55,$223.42,"$1,280.68",$49.97,$603.98,$6.94,$179.72,$458.30,"$1,136.83"
Ohio,Henry,2022,"10,845","$76,267","$63,431","$9,777.31","$2,101.55","$2,018.06",$83.50,"$2,394.52","$2,222.04",$172.47,$153.64,$87.07,$47.60,$245.85,"$1,316.07",$52.07,$624.92,$6.85,$181.62,$477.47,"$1,211.54"
Ohio,Highland,2022,"16,719","$62,834","$49,358","$9,192.01","$1,951.21","$1,872.98",$78.23,"$2,260.65","$2,093.77",$166.88,$143.47,$82.99,$43.07,$227.96,"$1,270.16",$49.14,$604.41,$6.67,$175.91,$458.94,"$1,148.49"
Ohio,Hocking,2022,"11,215","$65,793","$52,323","$9,447.02","$1,988.17","$1,906.38",$81.78,"$2,319.88","$2,147.40",$172.48,$151.79,$86.14,$46.34,$238.35,"$1,291.62",$50.80,$611.95,$6.85,$179.55,$469.01,"$1,171.12"
Ohio,Holmes,2022,"12,963","$84,669","$64,743","$10,170.63","$2,224.24","$2,136.88",$87.37,"$2,487.11","$2,305.40",$181.71,$161.60,$91.38,$49.80,$258.39,"$1,351.68",$54.37,$635.65,$6.95,$187.59,$490.14,"$1,245.23"
